pashto,english,semantic_similarity
دغه پیښه د کډوالو لپاره د ملګرو ملتونو له هغه اعلان یوه ورځ وروسته وشوه چې ویلي یې و له ۲۰۰۰ ام، کال راهیسې له (۳۳۰۰۰) ډیر کډوال چې اروپا ته یې د مدیترانې سمندر څخه د رسیدو هڅه کوله، وژل شوي دي. مدیترانه د نړۍ په کچه مرګونی بندر دی.,"When the boy’s mother discovered her son had died in the chaos, she tried to end her life by jumping into the sea and was rescued by the coastguard. The death of the young boy comes a day after the United Nations’ migration agency said more than 33,000 people have died at sea trying to reach Europe since 2000, making the Mediterranean “by far the world’s deadliest border”.",0.4280195
په اصل کې ډوم 2 د ماسکو په سیمه کې فلم شوی و ، مګر یوځل چې د شو شهرت وده شو فلمینګ په ختیځ افریقا کې یو کوچنی او لرې پروت سیچلس ته ځای په ځای شو. دې د وخت او موثریت مسله رامینځته کړه. دا څرګنده شوه چې د فایل فایل لیږد حل اوس د تولید لپاره اړین و چې بریالي وي.,"Pakutanga Dom 2 yakavezwa mukati medunhu reMoscow, asi kamwe chete mukurumbira wekuratidzira uyu paakawedzera kufirimu kwakaiswa kuSeychelles, nyika diki uye iri kure mukati meEast Africa. Izvi zvakagadzira nyaya yenguva uye nekubudirira. Izvo zvakava pachena kuti yekukurumidza dhiza yekufambisa mhinduro yaive zvino yave kukosha kuti chigadzirwa chibudirire.",0.4276783
نارینه به په بدن کې د غوره ټایټ لپاره لاړ شي د خړ رنګ رنګ ډیزاین سره چې دوی یې ګوتو ته ګوري,"Ladies with peach body skin will go for this bright Awesome Tattoo with a brown flower on their back, to make them have the splendid look.",0.42767596
7. په مرچ کې چاکلیټ وخورئ، په چټکۍ سره ټوله سطح پوښ کړئ. تاسو کولی شئ د برش یا چاکۍ څخه کار واخلئ.,"If the chocolate froze for 3 minutes and remained brilliant, then you can continue working with such chocolate. 7. Pour the chocolate into the mold, very quickly cover the entire surface.",0.42616877
د VPS کوربه کولو په اړه د نورو زده کړو لپاره (دا څنګه کار کوي، څنګه څنګه غوره کوي، د پروسې مشري، او نور) مهرباني وکړئ دلته زموږ د وروستي VPS کوربه لارښود ولولئ.,"To learn more about VPS hosting (how it works, how to choose, pros vs cons, etc), please read our latest VPS Hosting Guide here.",0.4260624
دا یو منظم منظم بریدونه دي چې د پروګرام کونکو لخوا کارول شوي ترڅو لومړني معلومات ترالسه کړي. پروګرامګران په جوړښت کې د لوپ افتتاح لپاره ګوري چې له مخې یې دوی د ایساف تحقیقات لیږدولی شي، کوم چې د امنیتي چکونو څخه لیرې کیږي او اساسي معلومات بیرته راولي.,"It is one of the regular assaulting strategies utilized by programmers to get basic data. Programmers check for any loop opening in the structure through which they can pass SQL inquiries, which gets away from the security checks and returns basic data.",0.42567378
"او په انټرنیټ سلایډ کې یاست رولټ کیدای شی د ټولو لپاره نه وي که تاسو د ریښتیا پیسې د ریښتینې پیسو ویب پاڼه کې کارول کیږئ ستاسو په 30 باندې غږیدلی "" د سرپاڼې څارنه.",And squinting at an Internet slot or roulette wheel may not be for everyone if you’re used to a real money gambling website played out on your 30″ desktop monitor.,0.42510265
مخکینی: OEM/ODM China Sand Blasting Machines For Glass - Full Automatic Clay Sand And Green Sand Molding Machine And Line – Huaxin Group,دا لړۍ د سطحي پاکول، زنګ romoving، او د منځنۍ او کوچنۍ اندازې د casting هر ډول سطحه افغان- کارول،,0.42482722
د یاسر میرمنې فاطمې رویټرز ته ویلي : (( موږ به تر هغې دلته پاتې شو چې سرحدونه پرانیستل شي، موږ بل انتخاب نلرو .)) دې میرمنې سره خپل شپږ میاشتنی ماشوم هم و .,"Yaser’s wife, Fatemeh, told Reuters, “We will stay here until the borders open, we don’t have any other choice,” as she cradled their six-month-old baby.",0.42446718
A:) 1 (د 12 کلونو تجربه کوونکي عرضه کوونکي د برج کرین برخې کې، ستاسو په وخت کې د مسلکي انجنیرانو ټیم کې ځانګړتیاوې لري.,"A:(1) 12 years experience’s supplier specialize in tower crane parts, professional engineers team at your request in time.",0.4225361
په 2012 کال کې، موږ د شپږو ورځو د دوبۍ کائوچو پلاستيکي نندارتون کې ګډون وکړ. په دغه موده کې، چې موږ سره د څو کلن مشتريانو خبرو اترو او ترلاسه ته څو نوي پېرېدونکي پوه.,"In 2012, we attended the dubai rubber & plastic exhibition for six days. During this period, we negotiated with many old customers and got to know many new customers.",0.4223774
د جمهوري ریاست لومړي مرستیال سترجنرال عبدالرشید دوستم پرون د هېواد د بېلابېلو مسایلو په اړه څرګندونې وکړې.,"""Now is the time to face up to the reality of their situation in order to save lives and alleviate their suffering.""",0.4215169
د نوي ځواب: “”تر ټولو شافي غیرفعاله تجاوز په خبره تاسو د بل هر وخت په رښتيا مانا يا بې ادبه شخص ته د کار څه شی دی؟””,New answer to “”What is the most satisfying passive-aggressive thing you have ever done to a really mean or rude person?””,0.42086208
ایا د انومینس کوربه توب جمعه فروغ ښه سودا ده؟ د ورڈپریس کوربه کول / 41 OF پورې د WHSR لیدونکو لپاره د تخفیف سوداګرۍ کوربه توب InMotion دمخه ښه شهرت لري او داسې نور…,Is InMotion Hosting Black Friday Promo a Good Deal? Up to 41% OFF WordPress Hosting / 50% Discount Business Hosting for WHSR visitors InMotion already has a good reputation and so…,0.4204664
دآزادې ،دبرم او مینې هنری الهام مې وینه تر ژورو په خوځښت راوستل،,"For how long the hands of the cruel shall tramp on your head, My sister! Stand up and come back so that you and I become we,",0.42034176
اهميّت مجلس خبرگان‏ اين مجلس از نهادهاى ابتكارى در نظام سياسى جمهوری اسلامی ایران است كه براى اوّلين بار، با تدوين قانون‏اساسىِ جمهورى اسلامى، در حقوق اساسى مط...,the importance of the assembly of expertsthe assembly of experts is among innovational institutions in the political system of the country which was first mentioned in the basic laws when the constitu...,0.4199084
موافقت نامه بین حکومت پادشاهی افغانستان و حکومت اتحاد جماهیر شوری سوسیالیستی راجع به مطالعه استفاده مشترک و متنوع المرام از آب...,This would undoubtedly be nothing less than our greater contribution in slowing down the pace of water depletion from the eco-system until the scientific structural and nonstructural measures for avoiding the potential of a water crisis would have been taking place in parallel.,0.41815925
په کافي اندازه د قوماندې پروسس شته ياد هم نه شته. داسې رپوټونه دي چې نه د اړتيا وتړو، او هر ډول پروګرامونه دي چې ضروري نه ووځې. بيا هڅه بیا.,"There is not enough memory available to process the command. Close any reports that are not needed, and exit any programs that are not essential.",0.41805342
بیلتون ډیټابیس. دا په دې مانا چې د ادارې کاروونکي پر Magento کار به د مخ-پای کې خپل پېرېدونکي دي په کارولو د کړنو اغیزه ونه لري.,Split database. This means that admin users working on Magento won’t affect the performance of the front-end your customers are using.,0.41788715
دامریکا د يرغل له پيله همدغه د کاجي بي نابشپړه پروژې د پلې کولو هڅي سي آی اې پيل کړي دي، د بن په لومړي کنفرانس کې يې د لومړي ځل له پاره زموږ حکومتي جوړښت چې د لياقت او پوهې له مخې بايد ټاکل شوی وای د قومي او مذهبي جوړښت له مخې يې د حکومت کابينه جوړه کړه.,"At his office in central Kabul, he pulls out a series of slides and engineering studies of the northern Shiberghan gas fields where he once worked. ""I advised USAID to put their money here,"" he said. ""If they had rehabilitated the gas wells, and used our local engineers, we would have saved a lot of money."" But USAID wasn't listening.",0.4175688
په ارزګان ولایت کې ځایي چارواکي وایي، د وسله والو طالبانو او امنیتي ځواکونو ترمنځ د نښتې په ترڅ کې دواړو غاړو ته درنه مرګ ژوبله اوښتې ده.,"The anti-government armed militants have suffered heavy casualties during the airstrikes conducted n northwestern Ghor province of Afghanistan, the Afghan Military said Saturday.",0.4172696
امریکایي سناتور لیون بیا په کابل کې وویل چې دواړو کاندیدانو ده ته ډاډ ورکړی دی چې د انتخاباتو نتیجې به ومني. سناتور لیون وویل، که چیرته د انتخاباتو خپلواک کمیسیون ابتدایي نتیجې اعلان نه کړي او قسمي نتیجې اعلان کړي، علت به یې دقت او بیا تفتیش وي.,"He was speaking after he jointly inaugurated Afghanistan's first agriculture university, built with Indian aid, with External Affairs Minister Salman Khurshid. Karzai is ineligible to seek a third term and among the front-runners in the polls are his elder brother, Qayum Karzai, former foreign minister Abdullah Abdullah and former Islamist warlord Abdul Rassoul Sayyaf.",0.41714588
د تېروتنې کوډ 43 ده معمولا د سرور 2008، 2012 او vista Windows 7، ليدلي. د دې تیروتنې کولای کشف شي کله چې د په سيستم کې د هارډ ډرایو ناڅاپه ناکامي ده. په هغه صورت کې چې د هارډ ډرایو په دې کې پاتې کار کوي او نور د آله چلوونکی د ناکامۍ لامل ګرځي.,"This error applies to windows 7, server 2008, 2012 and vista. The related error and the description that appears is “Windows has stopped this device because it has reported problems. (Code 43).” The device driver notifies the windows that the certain device which in this case is the hard drive has failed working and it can also be caused due to device driver failure.",0.41700596
هو، د نمونې وړيا دي او به ستاسو په څنګ بار په غاړه راټول شي. او امر ده تاييد وروسته، دغه چارجر پړاو د ټول پیسو څخه اخيستل کېدای شي.,"Yes, the sample is free and freight charge would be collected in your side. And after the order is confirmed, this charger could be taken off from the whole payment.",0.41664773
د افغانستان د پوهنې وزارت ولسي په ۱۳۹۰ کال کې د خپلې انکشافي بودیجې ۶۳ په سلو کې مصرف کړې . د تفتیش د مرکزي ادارې لخوا ولسي جرګې ته د تیر لمریز کال د,The ministry of education expressed concerns regarding the casualties of education employees and administrators in Afghanistan and said around100 of them have been killed since the beginning of the year.,0.41650444
د پروان او کاپیسا ولایتونه د اقتصادی- ټولنیزی او دموګرافیکی سروی دارقامو د تحلیل توضیحی ورکشاپ پای ته ورسیده. - د احصایی مرکزی ادارہ,End of Expository Workshop on analysis of Social Demographic and Economic Survey (SDES) of Parwan and Kapisa Provinces,0.41514233
روشن یوازې یو مخابراتي شرکت نه دی. په 2003 کال زموږ د کار له پیل څخه را پدېخوا موږ د افغانستان تل پاتې غوړېدنې او پراختیا ته ژمن یو.,"Since our inception in 2003, we have been fully committed to Afghanistan’s lasting growth and development.",0.4150622
6. د ماشین کولای شي له خوا نلۍ او shutter په کتابتون کې د په مختلفو بڼه او اندازه ډک کوکيز څو ډوله کړي.,6. The machine can make many kinds of stuffed cookies in different shape and size by changing nozzle and shutter.,0.41452426
د HDD Formatting په يوه لاره اجازه د ډرایو د خزندې او د ويروسونو د ټولو ډولونو سره پاک شي. سره له دې، یو باید په سره قومانده معامله ډېر پام وي چې دا کار به د آلې د حافظې د لاسه ورکولو په سبب شي. د شکل قومانده، تاسو نه یوازې د لاسه د ويروسونو بېغمه کوئ، تاسو د هر څه ټيکلی ډرایو په خوندي بېغمه هم ترلاسه کړي.,"It is a way to connect devices to the computer and share information. With that, there could be accessible way in having all the data stored and backed up well.",0.41451147
په ډیرو سازمانونو کې، د میتاداتا پلي کولو لپاره ترټولو اغېزمن الره د یوې تعریف شوي ټیکنالوژۍ له لارې ده چې تاسو د برخه والو د معلوماتو له الرې معیاري شوي. دا کاروونکي کاروي چې د میتاداتا شرطونه د مخکینیو لیست څخه غوره کړي، کوم چې معیاري پایلې وړاندې کوي.,"In most organizations, the most effective way to implement metadata is through a defined taxonomy that you have standardized through stakeholder input. This enables users to select metadata terms from a predefined list, which provides standard results.",0.41397548
په مقابل کې د بلخ ولایت سرپرست، د اړو کلیوالو د ستونزو د لیرې کولو په موخه د پروژو له جوړولو قدر داني څرګنده کړه، چمتوالی یی وښود چې د بلخ ولایت مسؤلین د کلیو د بیا رغونې او پراختیا وزارت ترڅنګ ولاړ دي.,"In return, Mr. Ata Mohammad Noor commended the developmental activities carried out so far across Balkh province. H also said that the local authorities in Balkh province will spare no efforts to help the MRRD gain its developmental objectives.",0.41394836
د افغانستان له‌پاره د سویډن کميټې د لومړنيو زده‌کړو او چمتووالي له مرکز څخه ۱۸۱ معلولیت لرونکي ماشومان فارغ شوو.,"In 2015 Shifo Foundation (Shifo), Swedish Committee for Afghanistan (SCA) and the Ministry of Public Health (MoPH) in Afghanistan started a joint c",0.4135043
د یو مخکښ غیرانتفاعي او ناپیلي افغان څېړنیز بنسټ په توګه زموږ ماموریت دا دی، چې د پالیسۍ او تګلارې په برخه کې معلومات چمتو او د لوړ کیفیت څېړنو په ترسره کولو سره پوهاوی او معلومات وړاندې کړو، ترڅو په افغانستان کې د څېړنې او زده کړې کلتور وده وکړي او د شواهدو پر بنسټ څېړنې لپاره غوښتنه او غوښتنی وهڅول شي.,"Afghanistan enters a critical year in 2019 wherein significant political, security and strategic challenges are likely to unfold. Due to this uncertainty, it is my personal mission to sustain AREU’s thematic research focus at a time when evidence-based research is perhaps most needed to inform and influence policymaking than ever before.",0.41275418
سرۍ، چوکاټ، خوځښت، موده او غږ زيان بيا له خوا اصلاحات ویډیو فساد مسایلو. د ترمیم په وينډوز WMV، ASF، MOV، mp4، M4V، 3G2، 3GP او F4V دوتنې لکه ویډیو دوتنې,"Sedemên vê yekê gelek caran zêdetir bi gendeliyê file video e. Çi diqewime ev e, ku video dikujî bi awayekî zirar û neşê bo vekirina ferz nîne, tu çiqas hewl didin ku bar bike. Di rewşên wiha de, ji bo ku hûn ji bona bikaranîna a fixer video to it girîng dibe fix file video derbe an hûn windabûna daneyan file video rîska.",0.41169629
د دې کورس ته لاړلو دمخه، غړي باید لږترلږه یو له ملګرتیا سره نږدې د (1) کال شمولیت ولري:,"Before going to this course, members ought to have approximately one (1) year of involvement with at least one of the accompanying:",0.41147566
"یوځل چې تاسو د مینځپانګو موضوعات وپیژنئ تاسو به پوښ کړئ ، د اړونده منځپانګې د نظرونو سره راځی, د منځپانګې جوړول، او په سمه اداره کې د محتوا ټوټو ساتل اسانه شي.","Once you’ve identified the content themes you'll be covering, coming up with relevant content ideas, creating the content, and placing the content pieces in the right organization gets easy.",0.4109035
دا چې دې سیمینار نه زده کونکو څه معلومات تر لاسه کړل ؟ په دې حقله په دې وروستیو کې د لسم جمات په بورډ امتحان کې پاس شوی یو زده کونکې محمد فاروق وویل:,"The AWKU Mardan, officials said, was willing to improve its international ratings by establishing BMC Charsadda but its dream would not come true because in the presence of KMU, it could not award degrees.",0.41071767
په افغانستان کې د روسي عسکرو د ماتې او د دوی د وتلو د اته ویشتمې کالیزې مراسمو کې د جمهور رئیس غني وینا,The Hidden Face of War in Afghanistan: The Relentless Assault on the Public Services and Infrastructure,0.40920708
د پايپونو د تطبیق وړ ډولونه پړاو پایپ، مربع پایپ، د مثلث پایپ، مستطيل پایپ، بيضوي پایپ او نورو ناقانونه په شکل پايپونو او داسې نور,"Applicable types of pipes Round pipe,square pipe,triangle pipe,rectangular pipe,oval pipe and other irregular-shaped pipes etc.",0.4091868
په پلییا دی سان جوآن ، ټینیرف کې ښکلې دوديز ویلا! د شګو ساحل او کب نیولو بندر څخه یوازې 600 متره لرې! په بشپړ ډول مجهز او د ژوند کولو لپاره چمتو: ...,"SOLD For sale: Spacious 200m2 ocean front house in Playa de la Arena, Tenerife. Magnificent panoramic views. Perfect location – 2 minutes away from the... 3 4 167 m² 204 m² Playa de la Arena Condo/Townhome/Row Home, House Sold Stylish House In La Orotava!! La Orotava, SOLD",0.40886927
جیمز کارویل، دکلینتون پخوانی سلاکار دافغانستان د جمهوری ریاست په راتلونکی ټول ټاکنوکې دحامد کرزی دسیال داشرف غنی احمدزی دټول ټاکنۍ دسلاکارانواومشاروینوسره یوځای سو .,"She began with the question, “What do you think Afghanistan looks like?” which caused the audience to stop and thoughtfully consider this. From their pre-conceived ideas the audience had reason to believe that Afghanistan is a country controlled primarily by warlords.",0.40853536
ایا تاسو کله هم یوې ویب پا visitedې څخه لیدنه کړې او لاسرسی نلرئ؟ ډیری وختونه ، تاسو به په ساده ډول د براوزر ټب وتړئ او یو بدیل وګورئ. د آنلاین ویب پا ofو لوی شمیر څخه مننه ، د نږدې هرڅه لپاره یو شمیر لوی بدیلونه شتون لري.,"Have you ever visited a website and been not able to access it? Most times, you will simply close the browser tab and visit an alternative. Thanks to the huge number of websites online, there are a huge number of alternatives for almost everything.",0.40849584
تاسو د نجونو نجونو نه منع کول نشئ کولی هیڅکله تاسو د دوی د کمزوری څخه د نفرت کولو هڅه کوئ. موږ ټول پوهیږو چې نجونې له خپلو څرګندونو څخه ساتنه کوي او د دې ځانګړتیاو پای ته رسیدو نه لري. ځینې ​​وختونه، دا د دوی لپاره د استثنایي ښکلا لیدلو لپاره ډیر وخت نیسي.,"You cannot stop loving girls no matter how much you try to hate their weakness. We all know that girls love taking care of their appearances and there is no end to this trait. Sometimes, it takes a lot of time for them to look exceptional pretty after their make-ups.",0.40805677
** یادونه [1]: د 5 کلنۍ کوربه لګښت = (36 x لاسلیک) + (د 24 ایکس نوي نوي) + د ډومین لګښت,** Note [1]: Total 5 year hosting cost = (36 x Signup) + (24 x Renewal) + Domain Cost,0.40787107
اضافه کړئ: د UG1533 نمبر 4 سټیټ، بسمین - 1، گوانګاه نړیوال لمر او ٹیکنټیل ښار، هزاه زون، ګانګز، چین,Our other sites: MH Group _ MH Thread _ MH Lace _ MH Ribbon & Tape _ MH Zipper _ MH Button _ MH Fabric _ MH Commodity,0.4076143
نړیواله ډله: د اسلامی هیوادونو د غونډو ترمنځه اتحادیه ۱۱ کانفرانس په د بهمن میاشته څلورم نېټې باندې د اسلامی شورا غونډې مشر په شتون سره بغداد کې شروع شو.,TEHRAN (IQNA) – The United Arab Emirates’ Ministry of Culture and Knowledge Development plans to launch the ninth session of the Ramadan Forum for Quran calligraphy at Dubai Festival City on Sunday.,0.40690985
1 يک سيستم مديريت توان بهينه براي اتصال اتوماتيک منابع دي سي و اي سي سيستمهاي ريزشبکه هيبريدي دومين کنفرانس بين المللي ريزشبکه هاي دي سي بین المللی رضا رحماني، جوزپ گوئررو نورنبرگ، آلمان 1396/04/06,"4 Robust path following of a car-like robot in the presence of sliding effect based on LMI formulation 2017 Artificial Intelligence and Robotics (IRANOPEN) International Masoud Emam Qazvin, Iran 03/04/2017",0.4067399
دا هغه ډیزاین نه دي چې تاسو غوره کوئ، ټیټیسټ څه شی دی، څوک به یې ممکنه کړي. انځور سرچینه,"It does not matter the design you are choosing, what matters is the tattooist who will make it possible. image source",0.40611863
د روميانو په نُوم خط ٦: ٢٣ د ګناهګار دعا څۀ ده؟ سوال: د ګناهګار دعا څۀ ده؟,"He was involved in creating us, He sustains our every breath, and He offers us new life now and eternal life in heaven with Him.",0.40567106
"نن ورځ، ويکيپېډيا د ""ډبليو ويکس"" د هغو ځايونو څخه ده چې اداره شوي او اداره کېږي د ويکيپېډيا بنسټ، یوه غیر انتفاعي موسسه چې خپل ځان ته د محاسبې دندې ته وقف کړی: د ټولو لپاره وړیا پوه.","Today, Wikipedia is one of many “Wiki” sites owed and administered by the Wikimedia Foundation, a non-profit organization that has dedicated itself to a daunting task: free knowledge for all.",0.4028175
آیا تاسو دا ردوي چې عیسی خدای دی - نو بيا تاسو ته دي انکار چې د هغه د رب دی او بیا تاسو کولای نه وژغورل شي!,Do you deny that Jesus is God - then you are denying that he is the Lord and then you can not be saved!,0.4026871
د تلیفون په اړه د خبرو اترو وروسته، جان د کیر وړاندیز وکړ چې د Copyblogger لپاره د میلمستیک پوسټ ولیکئ. هغې ژر تر ژره د ناقانونه فرصتونو پیژندنه وکړه او وړاندیز یې ومنله.,"After a conversation over the phone, Jon offered Carol an opportunity to write a guest post for Copyblogger. She immediately recognized the incredible opportunity and accepted the offer.",0.40177816
10.Mangosteen ښايي د ډيرو خلکو په خوندي، خو کېدای شي ستاسو د وینې د خطر زیات کړي. یو نوی بشپړونکي اخلي او یا کيدو ستاسو د رژيم د بدلون د مخه ستاسو د روغتيايي مرسته وغواړه.,10.Mangosteen is likely safe for most people but may increase your risk of bleeding. Consult your healthcare provider before taking a new supplement or changing your diet drastically.,0.40096217
زموږ ټول خلک داسې انګیرل کیږي کله چې دا د ګلاتو ټایټونو لیدلو ته راځي. داسې خلک شتون لري چې دا یې نه خوښوي، ځینې ممکن حتی پوه شي چې خلک ولې دا کار کوي پداسي حال کې چې داسې خلک شتون لري چې پرته له دې چې ژوند نه شي کولی.,"Everyone of us have a perspective when it comes to seeing flower tattoos. There are people who don’t really like it, some may not even understand why people do it while there are people who cannot live without one.",0.40039963
’ زه به داسې هیڅ نه کوم! ’پړانګ وغړمبید. ’ زه به تا او ستا ورور خورم او هغه پړانګ به له منځه وړم چې زما په خپل ځنګل کې یې زه چیلنج کړی یم! ‘,‘I shall do no such thing!’ roared the tiger. ‘I shall gobble you and your brother up and I shall fight the tiger that challenges me in my own jungle!’,0.3971495
2) قيمت مناسب : اين نوع غذاها در مقايسه با ساير مواد غذايي از قيمت مناسب تري برخوردارند .,Chunk tuna has smaller pieces. Flaked tuna is fairly broken apart and best used for salads where the tuna is mashed and mixed anyway.,0.3970125
د ترانسپورټی ودانیو د انجینری دیپارتمنت رسالت او لید ته د رسیدلو لپاره د لاندې موخو شتون اړین دی چې په لاندی توګه سره وړاندی کیږي:,For achieving to vision and mission of the department the following goals must be determined:,0.39577898
2. د اغوستلو داخلي قهوه: وارد شوي ځانګړي نوي مصر فولاد او د خلا ګرمۍ درملنه اختیار شوې. د قوي لباس مقاومت ، د افقي توکیو سره مقاومت ، د قابلیت مقاومت او د لوړې ګلوسي پای اغیزې ترلاسه کیږي.,"2. Wearable inner cavity: Imported special new alloy steel and Vacuum heat treatment are adopted. Strong wear resistance, resistance to horizontal erosion, corrosion resistance and high glossy finish effects are achieved.",0.39565906
"زه څنګه زياتره الوتنه؟ ښه، ته وي صادق .... تقریبا غیر تم. په دې مياشت تر اوسه، ما 461.39 ساعتونو ننوتي، او 206,931","How often do I fly? Well, to be honest....almost non-stop. So far this month, I've logged 461.39 hrs, and 206,931",0.39294356
د ننوتلو ټیټ خنډ سره مخ دي، ډوب شیشینګ د هغو سوداګرانو ترمنځ یو مشهور سوداګریز ماډل جوړ شوی چې غواړي د لوی لګښت پرته پرته آنلاین سوداګرۍ پیل کړي. البته، دا پدې مانا ده چې په صنعت کې ډیری سیالۍ شتون لري.,"Given the low barrier of entry, dropshipping has become a popular business model among entrepreneurs who wish to start an online business without the major costs. Of course, this also means that there is a lot of competition in the industry.",0.39255452
په دې طریقه کې د تنظیم تکرار وده د نوی یا پرمختللي غوښتنلیک بازارموندنې لپاره د ګړندي وخت پیاوړتیا د ګټور بدلونونو کې,"Bring down disappointment rate of new discharges, more successive settle refreshes and speedier recuperation time in case of a change disappointment",0.39204657
ملي اردو چارواکي وايي، چې د افغانستان د سویل ختیز زون په پکتیا، پکتیکا، خوست، غزني، میدان ښار او لوګر ولایتونو کې د پیروز په نوم د پیل شویو جګړه ییزو او چاڼیزو عملیاتو په ترڅ کې ۳۱۸ وسلوال وژل شوي او ۲۲۸ نور ټپیان شوي دي.,"The Afghan government's share of blame for civilian casualties rose drastically last year, largely reflecting an intensification in the ground conflict between insurgents and Afghan troops, according to a new report from the United Nations released Saturday.",0.39185184
د المان فدرال حکومت د افغانستان د مهاجرو او بیرته ستنیدونکو د وزارت، د ولایتونو او ولسوالیو په کچه د سیمه ایزو مقامونو او همداراز د افغانستان د مالیې د وزارت سره همکاري کوي چې د هغو سره یوځای د کډوالو وضعې ته سمون ورکړي او خلک د هغوي په سیمو کې د طبیعي ناورینو په وړاندې سمبال او چمتو کړي.,"The German Government is working with Afghanistan’s Ministry of Refugees and Repatriations, the Ministry of Finance and provincial and local authorities to improve the situation for IDPs and build communities’ resilience to natural disasters.",0.3901292
د کیفیت تضمین سیسټم د هغو اصولو په واسطه رهبري کیږي چې زموږ د ځانګړي کاري کلتور ملاتړ کوي کوم چې درناوی ، د ځان مدیریت ، آزاده اړیکه او تخلیق شاملوي.,"The quality assurance system is guided by principles that support our unique working culture which incorporates respect, self management, open communication and creativity.",0.38826692
۷- د هغو نورو وظيفو ترسره كول چې ددې اساسي قانون او نورو قوانينو له مخي د حكومت له وظيفو څخه ګڼل شويدي.,"The lawsuit is conducted by a person appointed by the Loya Jirga. In this situation, the provisions of Article 67 of this Constitution are applied.",0.3872611
په سان جوآن دی لا رمبلا ، ټینیرف کې د پلور لپاره نوي اپارتمانونه! یو ، دوه یا درې د خوب خونه اپارتمانونه شتون لري. هر اپارتمان جلا چت چت لري ...,"For sale spacious apartment in Parque de la Reina, South Tenerife. Three bedrooms, two bathrooms, living room, kitchen and laundry room. Terrace with panoramic...",0.3871774
د زوړ انجیل تیاتولو کورس 1 د تیولوژي او وزارت درسونو انلاین لپاره د زاړه عہد نامې سروې په توګه رامینځ ته شوی، د عموما او غیر عادي طریقې په کار ګومارل شوی. د هر کتاب تاریخي پس منظر به د هغه د کرونولوژۍ او د هغه د رول سره سم د مسیح راشي. دغه سروې به د پیژندنې کتابونه د دویمې برخې له لارې پوښښ کړي. سمول.,"The Biblical Greek 2 course was developed for the Theology and Ministry Degrees Online improve your Greek studying by working with translation, preaching, teaching, and personal study. All that you have learned from Greek 1 will be applied on Greek 2, so you will be able to lead Bible studies, prepare sermons, or teach the Bible in the classroom.",0.38618517
ګرانې زیرمې کولی شي په زرګونو ډالرو ته رسیږي مګر وروسته یې، د تادیې فیس په عادلانه توګه نامناسب دی) په کال کې 10 $ $ 15 (.,"The expensive domains can reach up to thousands of dollars but after that, the renewal fee is fairly nominal ($10 – $15 per year).",0.3861154
> افغانستان كښې په بمي چاودنه كښې د طالبانو قومندان د خپلو څلورو كسانو سره مړ شو – د ناټو پوځونو هلمند كښې د طالبانو په هېډ كوارټر قبضه,"WASHINGTON, Feb 19 (APP): The United States has renewed its pledge to back an Afghan-led reconciliation process for a stable Afghanistan but has not been involved in any direct talks with the Taliban since the group since January 2012, the State Department said Thursday.",0.38599536
په عادي توګه تعصب، په غالونو کې بدلونونه او حتی کانتینر هم کیدلی شي. دا ټول علامات ډیر انفرادي دي: هر امیدواري ځان په مختلفو لارو او په مختلفو وختونو کې څرګندوي.,"All these signs are very individual: each pregnancy manifests itself in different ways and at different times. The correct symptom of the approach of delivery is the departure of the cork, which is manifested by secretions. They can be both transparent, and in the form of a bloody brown liquid. Cork can go away as a few weeks before childbirth, and during labor.",0.38553542
د کمپیوټر کمپیوټر ماوس: د کمپیوټر ماؤس په اسانۍ سره په جاکټ یا نوټ بوک کڅوړه کې کیښودل کیدی شي او ګرځنده کار اسانه کوي,Compact computer mouse: The PC mouse can be easily stowed away in the jacket or notebook bag and facilitates mobile work,0.382086
د سلما بند د جوړېدو کار تر اتو کلونو وروسته بشپړ شو. دغه بند به د زرونو هکتاره ځمکي پر اوبولو سربيره ۴۲ میګاواته بريښنا هم تولید کړي. په افغانستان کې نور کوم بندونه بريښنا تولیدوي؟,"Mustafa Zahir returned to a war-ravaged Afghanistan in 2002, after many years of exile. The grandson of the last king of Afghanistan, he is the director general of Afghanistan’s National Environmental Protection Agency (NEPA) and a key figure in the fight to save Afghanistan’s environment.",0.38202
که تاسو د خپل بهرني هارډ ډرایو پر له بده مرغه د معلوماتو له لاسه، اندیښنه مه کوه! تاسو اوس هم چانس ضايع معلومات بيرته تر لاسه کړي. د خارجي هارډ ډرایو څخه فایلونو بیرته ، تاسو کولای شی په لاندې وسیله هڅه.,"If you lost data on your external hard drive unfortunately, don't worry! You still have the chance to get lost data back.",0.38185596
The post یوې کروز بېړۍ تر ۱۰۰ ډېر کډوال چې یونان ته نيږدې په یوه سیند کې بند پاتې وو، وژغورل appeared first on The Migrant Project.,The post YEP-Gambia launches business loan scheme for young aspiring entrepreneurs appeared first on The Migrant Project.,0.38143906
